business_id,normalized_price,OutdoorSeating,RestaurantsReservations,category_cluster_1,category_cluster_2,category_cluster_3,category_cluster_4,category_cluster_5,category_cluster_6,category_cluster_7,category_cluster_8,category_cluster_9,description
5yHr68eo0ccYUMSx1bQFcA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Beer Love: affordable eatery categorised under Beer, Wine & Spirits"
4TleqRlbwgXcIgz33HjLJQ,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Nudy's Eastside Café: affordable eatery categorised under Coffee & Tea, American (Traditional), Breakfast & Brunch, with casual ambience"
JXHEyz6h5xl5Xd2ZpmXceQ,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Sacred Paradise Spa: affordable eatery categorised under Pilates, Nail Salons, Weight Loss Centers, Nail Technicians, Body Contouring, Fitness & Instruction, Skin Care, Beauty & Spas, Acupuncture, Reflexology, Health & Medical, Massage, Active Life, Day Spas, Juice Bars & Smoothies, Medical Spas, Massage Therapy"
0NZkEpA4VeOy7b56KYGx_Q,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,1,"118 North: affordable eatery categorised under Music Venues, Arts & Entertainment, Beer Bar, American (Traditional), with casual, hipster, trendy ambience"
waLd1ruvJl_Ur0lVFxEzrw,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,Surreal Creamery: affordable eatery categorised under Ice Cream & Frozen Yogurt
_qTgNBEvVhcXD1lHksz8RQ,0.0,0,0,0,0,0,0,0,0,0,0,1,Scoops: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt
oN0HEVZHX-u9yYKsYLuXEg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Taiko Bistro: affordable eatery categorised under Vietnamese, Sandwiches, Juice Bars & Smoothies, Bubble Tea, Pan Asian"
Sw8rvE6SwsbeniT3aGUJZQ,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Big Catch Poke: affordable eatery categorised under Seafood, Poke, Japanese, Juice Bars & Smoothies, Bubble Tea"
7ormmSk9UQxdS5QLCLD9Ew,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Insomnia Cookies: affordable eatery categorised under Ice Cream & Frozen Yogurt, Bakeries, Desserts, Food Delivery Services"
cAZzKens_VhKXw002XfJgw,0.0,1,0,0,0,0,0,0,0,0,0,1,"Dreams Ice Cream at Glenside: budget-friendly eatery categorised under Desserts, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Coffee & Tea"
pFwBaG-6kvrGgSRfIhgPKQ,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Yogorino: affordable eatery categorised under Ice Cream & Frozen Yogurt, Desserts, Vegan, Gelato"
rIqkOMxkeoqvUzl909gNmQ,0.0,0,0,0,0,0,0,0,0,0,0,1,Kiwi Frozen Yogurt: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt
xbsTbXKfuV8sIINTUQT0Dg,0.0,1,0,0,0,0,0,0,0,0,0,1,"Tropical Smoothie Cafe: budget-friendly eatery categorised under Juice Bars & Smoothies, Sandwiches, Wraps"
2uWtuSX33e2fKGQvpS6b7Q,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Beer World: affordable eatery categorised under Beer, Wine & Spirits, Delis"
PPEjKBvE2lV6JNUVnSHkFA,0.0,0,0,0,0,0,0,0,0,0,0,1,"Philadelphia Brewing Company: budget-friendly eatery categorised under Breweries, Local Flavor"
-xgmh7w82mp61c9ZGYEi5A,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Evergreen Café: affordable eatery categorised under Juice Bars & Smoothies, Cafes, with classy ambience"
ED-6JeGGo8C_m7MiSB36Zw,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Vault + Vine: affordable eatery categorised under Home & Garden, Florists, Flowers & Gifts, Coffee & Tea"
pHBwvBG3iZdOfpLNZTkVWQ,0.0,0,0,0,0,0,0,0,0,0,0,1,"Pasqually's Pizza: budget-friendly eatery categorised under Italian, Food Delivery Services, Beverage Store, Pizza, Beer, Wine & Spirits, with casual, divey ambience"
BDiY_LD44UO3vplJ6L9fhw,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Parkside Beef & Ale: affordable eatery categorised under American (Traditional), Beer Bar, Dive Bars, Beer, Wine & Spirits"
JHgfIjfB_C5LH3r7e8hV3g,0.0,1,0,0,0,0,0,0,0,0,0,1,"Fred's Water Ice: budget-friendly eatery categorised under Food Stands, Ice Cream & Frozen Yogurt, with casual, classy ambience"
nIlmZLuMs0JuBRvAHSIf8Q,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Bredenbeck's Bakery & Ice Cream Parlor: affordable eatery categorised under Bakeries, Custom Cakes, Ice Cream & Frozen Yogurt, Desserts"
wT-pzGY8rJ_xbTJDKaSl8A,0.0,0,0,0,0,0,0,0,0,0,0,1,"Wawa: budget-friendly eatery categorised under Coffee & Tea, Sandwiches, Convenience Stores"
PLCkzbVa1JXpc87SoHiOgQ,0.0,0,0,0,0,0,0,0,0,0,0,1,Frozen Rolled Icecream: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt
TkjhBKKptIu-7xJb-Oxy4Q,0.0,0,0,0,0,0,0,0,0,0,0,1,"Starbucks: budget-friendly eatery categorised under Coffee Roasteries, Coffee & Tea, Internet Cafes"
w2gys8QVC58VO5o2I0E9Rg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Free Will Brewing: affordable eatery categorised under Breweries, Active Life, Lounges"
4jONpl2rUUJvt7UnNBOX4A,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Mr Wish: affordable eatery categorised under Bubble Tea, Juice Bars & Smoothies"
ZItR6OeBp4MX2LjqCS7TFw,0.0,0,0,0,0,0,0,0,0,0,0,1,"Uncle Dave's Homemade Ice Cream, LLC: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt"
oJrJaagQTqi-pmz5ZbOp7w,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Towamencin Beverage: affordable eatery categorised under Beer, Wine & Spirits, Tobacco Shops"
b5_ZIVZHjYjzUUsMB-5b7w,0.6666666666666666,1,1,0,0,0,0,0,0,0,0,1,"Duling-Kurtz House & Country Inn: expensive eatery categorised under Desserts, Beer, Wine & Spirits, American (Traditional), with classy, romantic ambience"
6sLkF8DP4U-8r1qcDauM5g,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,Odd Logic Brewing Company: affordable eatery categorised under Breweries
iUhLGy41VYrLVAhJFH4x_w,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,Starbucks: affordable eatery categorised under Coffee & Tea
Rk7WpAeDuEj85ULgWk3xhQ,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Manatawny Still Works: affordable eatery categorised under Cocktail Bars, Beer, Wine & Spirits, Distilleries, Flowers & Gifts, with casual, classy, hipster ambience"
MOqxUxYiMXCdwhO6Oe-8Ow,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Separatist South Philly: affordable eatery categorised under Brewpubs, Breweries"
X7TvrNg6jY1Q0JHJXjlQ2g,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"ArtBar: affordable eatery categorised under Hotels & Travel, Coffee & Tea, Event Planning & Services, Lounges, Hotels, with casual ambience"
l6gKBfHU0YB4p2-XWNTglA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Springfield Beer Distributor: affordable eatery categorised under Beer, Wine & Spirits"
z4yBWuipKoas_hK9RrSARA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Fine Wine & Good Spirits - Premium Collection: affordable eatery categorised under Beer, Wine & Spirits"
cga_fZV1egLtyVSLb6TGhg,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,1,"Mckenzie Brew House: affordable eatery categorised under American (Traditional), Beer, Wine & Spirits, Breweries, Coffee & Tea, Sports Bars, Venues & Event Spaces, Event Planning & Services, with casual ambience"
uTUTULYSAmHGK7w5DDw5iA,0.0,0,0,0,0,0,0,0,0,0,0,1,A Cup Of Tea: budget-friendly eatery categorised under Bubble Tea
Gd6yIH-qhf9uCdtUWs382g,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Speedy Beverage Drive Thru: affordable eatery categorised under Beer, Wine & Spirits"
MCSyG3ndsNFJN-F9MQWM0A,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"The Foodery Chestnut Hill: affordable eatery categorised under Sandwiches, Beer Bar, Beer, Wine & Spirits"
un20fcU_7BEQzWueoVZT0w,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Oui: affordable eatery categorised under Bakeries, Coffee & Tea, Desserts"
15lTva4TjdKvCoer9JMKSg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Co-Cool Smoothies and Bubble Tea: affordable eatery categorised under Bubble Tea, Juice Bars & Smoothies"
_n539Sga7PCvHQs--a4qkA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Interstate Drafthouse: affordable eatery categorised under Tex-Mex, Dive Bars, Beer, Wine & Spirits, American (New), Gastropubs, Southern, American (Traditional), Beer Bar, with casual ambience"
hc7I_QpCszT3mlIP9uW19w,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"United By Blue: affordable eatery categorised under Coffee & Tea, Breakfast & Brunch, Fashion, Men's Clothing"
2cfEAFZZee8fq3Xx6yZ87w,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Starbucks: affordable eatery categorised under Coffee & Tea, Cafes"
6YVzV8cIn28pOPmXoQra1g,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"The Pour House - Exton: affordable eatery categorised under Burgers, Pubs, American (Traditional), Gastropubs, Brewpubs, Beer Bar, Breakfast & Brunch, Breweries, with casual ambience"
mBgfK8HLthPOMPkEbYLW-A,0.0,1,0,0,0,0,0,0,0,0,0,1,"The Bottle Shop: budget-friendly eatery categorised under Beer, Wine & Spirits"
dJKg1uEIE7cst91x8F_PSw,0.0,1,0,0,0,0,0,0,0,0,0,1,"The Green Line Cafe: budget-friendly eatery categorised under Arts & Entertainment, Coffee & Tea, Music Venues, with hipster ambience"
J-6zITFsxeTL3wLBeDDSWg,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Pennsport Beer Boutique: affordable eatery categorised under Beer Bar, with casual ambience"
Lxj_xf86x2GFPP8FG0_5tg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Uncle Mike's Homemade Ice Cream: affordable eatery categorised under Ice Cream & Frozen Yogurt, Desserts"
UmrkBqWwGD8rFiYPoawmoA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Rite Buy Beer: affordable eatery categorised under Beer, Wine & Spirits"
yPrNoVfE90iZxSYzty7RNw,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Kung Fu Tea: affordable eatery categorised under Bubble Tea, Juice Bars & Smoothies, Coffee & Tea"
yQYv1qRZ5zG-1UZJtHZlcQ,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Panico's Neighborhood Grill & Sports Tavern: affordable eatery categorised under Beer, Wine & Spirits, American (New), with classy ambience"
vlUDK6R08DZAmTzaIsFuPQ,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Pennsylvania Wine & Spirits: affordable eatery categorised under Beer, Wine & Spirits"
u6d3yxe7hns5veswWcSdXA,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,Triple Bottom Brewing: affordable eatery categorised under Breweries
js8ZrAG63h81Lt83wweSwg,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"The Creamery: affordable eatery categorised under Beer Bar, Beer Gardens, Pop-Up Restaurants, Arts & Entertainment, with casual, hipster ambience"
y2Y6TerXTiVRbnFcAuMXEA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"PA Wine and Spirits: affordable eatery categorised under Beer, Wine & Spirits"
PnLPuCfVFYZPbapKSpzKZQ,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Ebru Coffee: affordable eatery categorised under Coffee Roasteries, Coffee & Tea"
Qt-yEn_BymopCRwkSJEW2g,0.0,0,0,0,0,0,0,0,0,0,0,1,"Dunkin': budget-friendly eatery categorised under Coffee & Tea, Donuts"
_msFUghqBbYNmO8grFJNAQ,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Fine Wine & Good Spirits: affordable eatery categorised under Wine Bars, Beer, Wine & Spirits, Local Flavor"
XuO9tZt0mEJeawrrt0R52g,0.0,0,1,0,0,0,0,0,0,0,0,1,"Pub Webb: budget-friendly eatery categorised under Beer, Wine & Spirits, Music Venues, Sports Bars, Arts & Entertainment, American (New), with casual ambience"
evM71YsOcaH9NVNWbJqMxg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,SS Franklin Fountain: affordable eatery categorised under Ice Cream & Frozen Yogurt
m2QC6syUBosOCBNTwpci7A,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Ultimo Coffee: affordable eatery categorised under Coffee & Tea, Coffee Roasteries"
AHtX7vm26KgfX4Mcx8M6pA,0.0,0,0,0,0,0,0,0,0,0,0,1,Tranzilli Real Italian Water Ice: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt
73SCAor6x6Acyv5cEp2Whg,0.0,0,0,0,0,0,0,0,0,0,0,1,"Wawa: budget-friendly eatery categorised under Convenience Stores, Coffee & Tea, Sandwiches, Gas Stations, Automotive"
yqSy1-3O1ldt-YWQT7YACw,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Newtown Brewing: affordable eatery categorised under Brewpubs, Beer Bar, Breweries"
QIEajLDnaNgFrCHWmiXCaQ,0.0,1,0,0,0,0,0,0,0,0,0,1,"Lombard Cafe: budget-friendly eatery categorised under Coffee & Tea, Bakeries"
vVfy055EfLMdd0yJYHxiMQ,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"A La Mousse: affordable eatery categorised under Coffee & Tea, Cafes, Bakeries, Desserts"
Xkdu_37aNqJxilh9XQSmEA,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"The Rook Manayunk: affordable eatery categorised under Breakfast & Brunch, Sports Bars, Juice Bars & Smoothies, Beer, Wine & Spirits"
W7S0G6eLDFSoxVBpaU33Rg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"The Fresh Grocer of Monument Road: affordable eatery categorised under Delis, Meat Shops, Specialty Food, Grocery, Beer, Wine & Spirits"
YxObfIypwDrJ8TbwLkqwEw,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Bald Birds Brewing Company: affordable eatery categorised under Brewpubs, Breweries"
k1nxMoD-KHswR0lC0tujpg,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,1,"McKenzie Brew House: affordable eatery categorised under Breweries, Venues & Event Spaces, American (New), Event Planning & Services, Sports Bars, Beer, Wine & Spirits, American (Traditional), with classy ambience"
Ei0wJeADbNtwvA9CrvknJw,0.0,1,0,0,0,0,0,0,0,0,0,1,"Cocco's Gelateria: budget-friendly eatery categorised under Coffee & Tea, Bakeries, Desserts, Ice Cream & Frozen Yogurt"
kxsZpxBlYDFd-e0sh_c0mA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Great Barn Taproom: affordable eatery categorised under Breweries, Beer Bar, Farms, Arts & Entertainment"
ZufSfqQ4RfUk4RAQgnlc0Q,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Station Taproom: affordable eatery categorised under Gastropubs, Beer Bar, American (Traditional), with casual ambience"
WHzeDa97M_eU1FEZaLJ_tw,0.0,0,0,0,0,0,0,0,0,0,0,1,"Wawa: budget-friendly eatery categorised under Coffee & Tea, Sandwiches, Convenience Stores"
vUDuc-y6kKnauHAkqXwEYQ,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,T Cup: affordable eatery categorised under Bubble Tea
9RFPD2h1FdP7ASKk8iGSMQ,0.0,0,0,0,0,0,0,0,0,0,0,1,Chester Springs Creamery: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt
6c8eIawbCBu3FLp2kDraBA,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,1,"Attico Rooftop Lounge: affordable eatery categorised under Tapas/Small Plates, American (Traditional), Beer, Wine & Spirits, Mediterranean, Cocktail Bars, with casual, classy, intimate, trendy, upscale ambience"
nk2a2nI1jfln9zLpxEvTnw,0.0,0,0,0,0,0,0,0,0,0,0,1,Crime & Punishment Brewing: budget-friendly eatery categorised under Breweries
f0xvxhU8xH5CzvS03L1PBA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Kennett Brewing Company: affordable eatery categorised under Breweries, Gastropubs, Pubs, Beer Gardens, with hipster ambience"
uCBEcUgXHrKH72fB8TwKAg,0.0,1,0,0,0,0,0,0,0,0,0,1,"Wawa: budget-friendly eatery categorised under Coffee & Tea, Sandwiches, Convenience Stores"
EHUNi6ZX3z8KaXFjGtDd7w,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Avril 50: affordable eatery categorised under Cards & Stationery, Coffee & Tea, Flowers & Gifts, Mass Media, Local Flavor, Print Media, Newspapers & Magazines, Candy Stores, Event Planning & Services, Specialty Food, Books, Mags, Music & Video, Tobacco Shops, Arts & Crafts"
PPjb-hFfmyE9uVj-zm5L8w,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Grandma Zooks: affordable eatery categorised under Coffee & Tea, Farmers Market, Juice Bars & Smoothies, Breakfast & Brunch, Bakeries"
T0qzsFxkHK9w1afnmns4fw,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Konditori: affordable eatery categorised under Coffee & Tea, Juice Bars & Smoothies, Bakeries, Bagels"
lmIGt2Y4xKYDxSqGMpu0EA,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,1,"Pink Moose Ice Cream Cafe and Catering: affordable eatery categorised under Juice Bars & Smoothies, Bakeries, Event Planning & Services, Ice Cream & Frozen Yogurt, Salad, Sandwiches, Caterers, Shaved Ice, Waffles"
d_v34pr_SaxJfOo1ousAIQ,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,1,"Fireside Smokehouse: affordable eatery categorised under Smokehouse, American (New), Barbeque, Beer Bar, Burgers, Beer, Wine & Spirits"
8W4w1sXXDER5ujjE-cuOFg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Teapioca Lounge: affordable eatery categorised under Juice Bars & Smoothies, Bubble Tea, Coffee & Tea"
kkgaPaqs3VKdlPUCwCv3kw,0.0,0,0,0,0,0,0,0,0,0,0,1,Sprinkles Ice Cream Shoppe: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt
rvceeMn_mPxVGOToGWWMGg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Gat Beer: affordable eatery categorised under Beer, Wine & Spirits"
UFNpCQq1_eLnP1oSjMkRCA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Ava's Ice Cream and Water Ice: affordable eatery categorised under Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt, Donuts"
DaXCyZLm8yBsR1UndzSfhw,0.0,0,0,0,0,0,0,0,0,0,0,1,Dairy Delite: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt
-SgBPXjleGQqruChlFE03w,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Bruster's Real Ice Cream: affordable eatery categorised under Desserts, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt"
c0Y9Fi2KSrthgsczdAPZ_g,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Goat House Creamery: affordable eatery categorised under Coffee & Tea, Creperies, Ice Cream & Frozen Yogurt"
XNqXFyK0vUSBa7Fk8Lv_lQ,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"The Bottle Shop at Local 44: affordable eatery categorised under Beer, Wine & Spirits"
-NFHQ0ePNYu6SrwekdhcBw,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Otto’s Taproom: affordable eatery categorised under Lounges, Beer Bar"
4h6Fhm5g9mlNBN6nBLwWSA,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Manatawny Still Works: affordable eatery categorised under Bus Tours, Local Flavor, Hotels & Travel, Beer, Wine & Spirits, Distilleries, Cocktail Bars, Tours, American (Traditional), Arts & Entertainment, Music Venues, with casual ambience"
Jbm9hgnWZGPtWEf-_iNilg,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,Neshaminy Creek Brewing Company: affordable eatery categorised under Breweries
Lv1GgMxKIpATo307UMA2Vg,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Philly's Craft Beer: affordable eatery categorised under Tobacco Shops, Cheesesteaks, Beer, Wine & Spirits, Beer Bar"
DbsVMg43LXjrOIWnLFOeZA,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Federal Beer Distributor: affordable eatery categorised under Beer, Wine & Spirits"
0F2jyiUdl8CSKQeR1KwVig,0.0,0,0,0,0,0,0,0,0,0,0,1,Crooked Eye Brewery: budget-friendly eatery categorised under Breweries
Ag_GeZwOrT0nmyhnKQiVBA,0.0,0,0,0,0,0,0,0,0,0,0,1,Starbucks: budget-friendly eatery categorised under Coffee & Tea
9grEZiXcQKVgVz73W6Ah5A,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Bound Beverages: affordable eatery categorised under Beer, Wine & Spirits"
rdDC5Ts8NZjuGHJn4bqMAQ,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,Cogito Coffee: affordable eatery categorised under Coffee & Tea
WllnLf3kBK5lGyPoKWICXQ,0.0,1,0,0,0,0,0,0,0,0,0,1,The Monkey & The Elephant: budget-friendly eatery categorised under Coffee & Tea
02qFLwwFi8T804rHcYh7Zw,0.0,0,0,0,0,0,0,0,0,0,0,1,Higher Grounds: budget-friendly eatery categorised under Coffee & Tea
oEcWJZDKjFbTXcOt4sqE1A,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,Starbucks: affordable eatery categorised under Coffee & Tea
x4BSeDfK8AFeguTRELNgUg,0.0,0,0,0,0,0,0,0,0,0,0,1,"Mr.Wish KOP: budget-friendly eatery categorised under Cafes, Juice Bars & Smoothies, Bubble Tea"
XHr3rn4BhvPomAlr7YePiQ,0.0,0,0,0,0,0,0,0,0,0,0,1,Dati's Homemade Water Ice & Ice Cream: budget-friendly eatery categorised under Ice Cream & Frozen Yogurt
rmvEN4p8to8hx7o7lo8Xlg,0.0,1,0,0,0,0,0,0,0,0,0,1,"Penn's Table: budget-friendly eatery categorised under Coffee & Tea, American (Traditional)"
dUrtFfHBz15Q4GiyDFAqUw,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"New Ridge Brewing: affordable eatery categorised under Gastropubs, Breweries"
Vd0YOj5GVv-Nxeo06HCfjA,0.0,1,1,0,0,0,0,0,0,0,0,1,"Rival Bros Coffee: budget-friendly eatery categorised under Coffee Roasteries, Coffee & Tea, Cafes, Sandwiches"
awiWJQVgs-Obsd7lB-m01w,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Fine Wine & Good Spirits - Premium Collection: affordable eatery categorised under Beer, Wine & Spirits"
lkQP24RF-W7Hvb2WOPJWAw,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,"Metropolitan Bakery: affordable eatery categorised under Bakeries, Coffee & Tea, Breakfast & Brunch, with classy ambience"
8q1goL8IPTfNMdEPm5ssQA,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,Starbucks: affordable eatery categorised under Coffee & Tea
rqmZ3JVVBQVxU0hZ_sXhmA,0.0,0,0,0,0,0,0,0,0,0,0,1,2SP Brewing Company: budget-friendly eatery categorised under Breweries
6mkwPyb919Xwej65K7AkEw,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,"Rec Room by Conshohocken Brewing: affordable eatery categorised under Pubs, Brewpubs, Breweries"
Kt4NZ9IXvRCHI8qvV0h8qg,0.0,1,0,0,0,0,0,0,0,0,0,1,"Peddler Coffee: budget-friendly eatery categorised under Coffee & Tea, Coffee Roasteries"
qkMMkIdghXUiN7eMNSpiHg,0.0,0,0,0,0,0,0,0,0,0,0,1,"Dunkin': budget-friendly eatery categorised under Coffee & Tea, Donuts"
Bcsd8ZedTR5VK1DcGnmDtg,0.0,0,0,0,0,0,0,0,0,0,0,1,"Wawa: budget-friendly eatery categorised under Gas Stations, Coffee & Tea, Sandwiches, Convenience Stores, Automotive"
cSaoPFiZUzaTgnxM91KgXg,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,"All The Way Live: affordable eatery categorised under Vegan, Food Delivery Services, with casual ambience"
kbzE-4P0okWr_JIXm7txyQ,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,"Misoya Sushi: affordable eatery categorised under Sushi Bars, Japanese"
wSuEwNNOTSH8LJcH1PJAYg,0.0,0,0,0,0,0,0,0,0,1,0,0,"Mina's World: budget-friendly eatery categorised under Bakeries, Vegan, Coffee & Tea, Cafes, with casual, hipster, trendy ambience"
phsLOuBeiYI43hglvWK96Q,0.3333333333333333,1,0,0,0,0,0,0,0,1,0,0,"P S & Co: affordable eatery categorised under Vegetarian, Coffee & Tea, Bakeries, Juice Bars & Smoothies, Food Delivery Services, Gluten-Free, Cafes, Breakfast & Brunch, Vegan, with casual, classy ambience"
